sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3
1528,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'power' > 31.00; b'image resolution' > 80.15; 36.77 < b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; 30.09 < b'obstacle distance' <= 72.25; 22.73 < b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'image resolution' > 58.97,4,1,1,1,1,1,1,1,1
1529,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 50.21; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'obstacle size' > 50.21; b'illuminance' > 56.79; b'power' > 31.00,2,1,1,1,1,0,0,0,0
1531,b'image resolution' > 58.97; b'illuminance' > 56.79; b'smoke intensity' <= 67.44; b'obstacle size' > 75.32; b'controls responsiveness' <= 60.79; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'power' <= 53.00,2,1,1,1,1,0,0,0,0
1532,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'obstacle distance' <= 51.10; b'cruise speed' <= 36.77; 56.79 < b'illuminance' <= 79.46; 30.09 < b'obstacle distance' <= 72.25; 45.55 < b'smoke intensity' <= 67.44; b'obstacle size' <= 50.21; b'image resolution' > 36.34; b'power' > 53.00; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 56.79; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'cruise speed' <= 36.77; b'illuminance' > 56.79; b'power' > 53.00,4,1,1,1,1,1,1,1,1
1533,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 50.21; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 81.26; b'image resolution' > 36.34; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'cruise speed' <= 57.30,3,1,1,0,0,1,0,1,1
1535,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'cruise speed' <= 57.30; b'controls responsiveness' <= 60.79; b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'cruise speed' <= 57.30; b'image resolution' > 36.34,3,1,1,0,0,1,1,1,1
1537,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'cruise speed' <= 36.77; 56.79 < b'illuminance' <= 79.46; b'obstacle size' > 75.32; b'obstacle distance' > 30.09; b'smoke intensity' <= 67.44; b'power' > 31.00; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle distance' > 72.25; 36.76 < b'illuminance' <= 79.46; b'power' > 76.75; b'smoke intensity' > 45.55; b'firm obstacle' = 1.0; b'illuminance' > 56.79; 18.23 < b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'power' > 31.00; b'smoke intensity' <= 67.44,4,1,1,1,1,1,1,1,1
1538,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'image resolution' > 36.34; b'cruise speed' <= 36.77; b'illuminance' > 79.46; 36.34 < b'image resolution' <= 58.97; b'obstacle distance' > 51.10; b'obstacle size' <= 26.12; 45.55 < b'smoke intensity' <= 67.44; b'power' > 31.00; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 56.79; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'illuminance' > 79.46; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'image resolution' > 36.34,4,1,1,1,1,1,1,1,1
1541,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 80.15; b'obstacle size' > 75.32; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'obstacle distance' > 30.09,2,1,0,1,1,0,0,0,0
1542,b'image resolution' > 58.97; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'cruise speed' <= 57.30; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'obstacle size' > 50.21,2,1,1,1,1,0,0,0,0
1543,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'image resolution' > 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'image resolution' > 80.15,3,1,1,0,0,1,1,1,1
1546,b'smoke intensity' <= 45.55; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'illuminance' > 36.76; b'power' > 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'power' > 53.00; 36.76 < b'illuminance' <= 79.46; b'smoke intensity' <= 45.55; b'image resolution' <= 80.15; 26.12 < b'obstacle size' <= 50.21,2,1,1,1,1,0,0,0,0
1547,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 50.21; b'smoke intensity' <= 22.73; b'cruise speed' <= 18.23; b'illuminance' > 36.76; b'obstacle distance' > 30.09; b'obstacle size' > 50.21; b'smoke intensity' <= 22.73; b'power' > 53.00; 36.34 < b'image resolution' <= 80.15; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 75.32; b'obstacle distance' > 30.09; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'obstacle distance' > 51.10,4,1,1,1,1,1,1,1,1
1550,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'cruise speed' <= 57.30; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'smoke intensity' <= 22.73; b'illuminance' > 36.76; 26.12 < b'obstacle size' <= 75.32; b'power' <= 53.00; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 75.32; b'obstacle distance' > 72.25; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
1552,b'smoke intensity' <= 22.73; b'illuminance' > 56.79; 36.34 < b'image resolution' <= 58.97; b'obstacle distance' <= 51.10; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'obstacle size' <= 26.12; b'illuminance' > 56.79; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; b'image resolution' > 36.34; b'illuminance' > 56.79; b'cruise speed' <= 57.30; b'power' > 31.00; b'smoke intensity' <= 45.55,3,1,0,1,1,0,0,1,1
1554,b'firm obstacle' = 1.0; b'power' > 53.00; b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'obstacle distance' <= 72.25; b'illuminance' > 36.76; 38.48 < b'controls responsiveness' <= 60.79; 56.79 < b'illuminance' <= 79.46; b'image resolution' > 80.15; b'power' > 53.00; 45.55 < b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'obstacle size' <= 26.12; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'image resolution' > 80.15,4,1,1,1,1,1,1,1,1
1555,b'firm obstacle' = 1.0; b'power' > 76.75; 36.76 < b'illuminance' <= 79.46; 30.09 < b'obstacle distance' <= 72.25; b'image resolution' > 58.97; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'illuminance' > 56.79; b'image resolution' > 58.97; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 81.26; b'illuminance' > 56.79,3,1,1,0,0,1,1,1,1
1557,b'firm obstacle' = 1.0; b'smoke intensity' <= 45.55; b'power' > 53.00; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'smoke intensity' <= 45.55,2,1,1,0,0,1,1,0,0
1558,b'smoke intensity' <= 22.73; b'obstacle size' > 75.32; b'image resolution' > 58.97; b'illuminance' > 56.79; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle size' > 75.32,2,1,1,1,1,0,0,0,0
1560,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'illuminance' > 36.76; b'controls responsiveness' <= 60.79; b'power' > 31.00; b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; 18.23 < b'cruise speed' <= 36.77; b'power' > 31.00; b'obstacle distance' > 30.09; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'illuminance' > 36.76,2,1,1,1,1,0,0,0,0
1561,b'illuminance' > 56.79; b'image resolution' > 80.15; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'illuminance' > 36.76; b'obstacle size' > 75.32,2,1,1,1,1,0,0,0,0
1563,b'smoke intensity' <= 45.55; b'image resolution' > 80.15; b'illuminance' > 36.76; b'power' > 31.00; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26,2,1,1,1,1,0,1,0,0
1567,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'image resolution' > 58.97; b'illuminance' > 36.76; b'cruise speed' > 18.23; 38.48 < b'controls responsiveness' <= 60.79; 36.76 < b'illuminance' <= 56.79; 51.10 < b'obstacle distance' <= 72.25; 26.12 < b'obstacle size' <= 50.21; 36.34 < b'image resolution' <= 80.15; b'power' > 31.00; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'obstacle distance' > 51.10,4,1,1,1,1,1,0,1,1
1569,b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'image resolution' > 58.97; b'obstacle size' > 50.21; b'power' > 76.75; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'illuminance' > 56.79,2,1,1,1,1,0,0,0,0
1572,b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'obstacle size' <= 75.32; 51.10 < b'obstacle distance' <= 72.25; b'image resolution' > 36.34; b'power' > 31.00; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 56.79; 36.34 < b'image resolution' <= 80.15; b'power' > 31.00; b'obstacle distance' > 51.10,2,0,0,0,0,1,1,1,1
1574,b'image resolution' > 80.15; b'illuminance' > 56.79; b'obstacle size' > 26.12; b'power' > 31.00; b'obstacle distance' <= 51.10; b'cruise speed' <= 36.77; b'controls responsiveness' <= 60.79; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle size' > 26.12; b'power' > 31.00,2,1,1,1,1,0,0,0,0
1575,b'smoke intensity' <= 45.55; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'illuminance' > 36.76; 51.10 < b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'controls responsiveness' > 81.26; b'obstacle size' <= 50.21; b'image resolution' > 58.97; b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'smoke intensity' <= 45.55; b'illuminance' > 36.76,3,1,1,1,1,0,1,1,1
1578,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'power' > 53.00; b'obstacle size' > 26.12; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'image resolution' > 58.97; b'power' > 76.75; 30.09 < b'obstacle distance' <= 72.25; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; 51.10 < b'obstacle distance' <= 72.25; b'illuminance' > 36.76; b'image resolution' > 36.34; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'image resolution' > 80.15; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; 36.76 < b'illuminance' <= 56.79; b'power' > 31.00; b'smoke intensity' > 45.55,4,1,1,1,1,1,1,1,1
1579,b'smoke intensity' <= 45.55; b'image resolution' > 36.34; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'smoke intensity' <= 22.73; b'obstacle distance' <= 72.25,2,1,0,1,1,0,0,0,0
1583,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'illuminance' > 79.46; b'image resolution' > 58.97; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'image resolution' > 58.97,4,1,1,1,1,1,1,1,1
1584,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'image resolution' > 36.34; b'controls responsiveness' > 60.79; 18.23 < b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'obstacle distance' > 30.09; 45.55 < b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; 58.97 < b'image resolution' <= 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'image resolution' > 58.97; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
1585,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'illuminance' > 36.76; 31.00 < b'power' <= 53.00; 22.73 < b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
1587,b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10; b'obstacle size' > 50.21; b'power' > 31.00; b'image resolution' > 36.34; b'smoke intensity' > 22.73; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'obstacle distance' > 51.10; b'controls responsiveness' > 38.48; b'power' > 31.00; b'smoke intensity' <= 45.55,2,0,0,1,1,0,0,1,1
1590,b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'smoke intensity' <= 22.73; 38.48 < b'controls responsiveness' <= 81.26; b'obstacle distance' > 72.25; 36.76 < b'illuminance' <= 79.46; b'obstacle size' <= 75.32; 18.23 < b'cruise speed' <= 36.77; b'smoke intensity' <= 22.73; 31.00 < b'power' <= 76.75,2,0,0,1,1,0,0,1,1
1592,b'cruise speed' <= 36.77; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'illuminance' > 36.76; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 31.00 < b'power' <= 53.00,2,1,1,1,1,0,0,0,0
1594,b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'image resolution' > 36.34; b'cruise speed' <= 57.30; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; b'obstacle size' > 50.21,2,1,1,1,1,0,0,0,0
1595,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'power' > 53.00; b'image resolution' > 80.15; b'obstacle distance' <= 72.25; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'image resolution' > 80.15; 31.00 < b'power' <= 76.75; b'smoke intensity' <= 67.44,2,1,1,0,0,0,0,1,1
1597,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'power' > 53.00; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'power' > 53.00; b'controls responsiveness' > 38.48; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
1598,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'smoke intensity' <= 67.44; b'power' > 53.00; b'obstacle size' > 26.12; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; b'illuminance' > 79.46; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'controls responsiveness' > 60.79,4,1,1,1,1,1,1,1,1
1603,b'illuminance' > 56.79; 22.73 < b'smoke intensity' <= 67.44; b'obstacle size' > 50.21; b'obstacle distance' <= 51.10; b'cruise speed' <= 57.30; 53.00 < b'power' <= 76.75; b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09,2,1,1,1,1,0,0,0,0
1607,b'cruise speed' <= 18.23; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'controls responsiveness' > 81.26; b'obstacle size' <= 26.12; b'illuminance' > 79.46; b'image resolution' > 36.34; b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; 22.73 < b'smoke intensity' <= 45.55; b'power' > 53.00,2,0,0,1,1,0,0,1,1
1608,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'power' > 76.75; 60.79 < b'controls responsiveness' <= 81.26; b'obstacle distance' > 72.25; b'smoke intensity' <= 22.73; b'cruise speed' <= 36.77; 56.79 < b'illuminance' <= 79.46; b'power' > 53.00,2,0,1,1,1,0,0,1,1
1609,b'smoke intensity' <= 22.73; b'illuminance' > 56.79; b'image resolution' > 36.34; b'cruise speed' <= 36.77; 31.00 < b'power' <= 53.00; b'controls responsiveness' > 60.79; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09,2,1,0,1,1,0,1,0,0
1610,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; 51.10 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'obstacle distance' > 51.10; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'image resolution' > 36.34,4,1,1,1,1,1,1,1,1
1613,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'controls responsiveness' <= 60.79; b'image resolution' > 58.97; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'image resolution' > 80.15; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10,4,1,1,1,1,1,1,1,1
1614,b'smoke intensity' <= 45.55; b'illuminance' > 79.46; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'smoke intensity' <= 67.44,2,1,1,1,1,0,1,0,0
1615,b'firm obstacle' = 1.0; b'smoke intensity' <= 22.73; b'illuminance' > 56.79; b'cruise speed' <= 57.30; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'obstacle size' <= 50.21; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'controls responsiveness' > 38.48; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'cruise speed' <= 36.77,4,1,1,1,1,1,1,1,1
1617,b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'controls responsiveness' > 81.26; b'obstacle size' <= 26.12; b'image resolution' > 58.97; b'illuminance' > 36.76; b'cruise speed' <= 36.77; b'obstacle distance' > 72.25; b'smoke intensity' <= 45.55; 53.00 < b'power' <= 76.75,2,0,0,1,1,0,0,1,1
1618,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'power' > 31.00; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'image resolution' > 58.97; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
1619,b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'image resolution' > 80.15; b'illuminance' > 36.76; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'controls responsiveness' > 38.48; b'obstacle distance' > 72.25; b'obstacle size' <= 75.32; b'image resolution' > 80.15; 36.76 < b'illuminance' <= 79.46; 18.23 < b'cruise speed' <= 36.77; b'smoke intensity' <= 22.73; 31.00 < b'power' <= 76.75,3,1,1,1,1,0,0,1,1
1622,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 22.73; b'obstacle distance' <= 72.25; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73,2,1,1,1,1,0,0,0,0
1623,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'power' > 53.00; b'cruise speed' <= 36.77; 38.48 < b'controls responsiveness' <= 81.26; b'illuminance' > 36.76; 30.09 < b'obstacle distance' <= 51.10; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'obstacle distance' > 30.09; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48,4,1,1,1,1,1,1,1,1
1624,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'power' > 53.00; 38.48 < b'controls responsiveness' <= 81.26; b'image resolution' > 36.34; b'cruise speed' > 18.23; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'image resolution' > 36.34; b'power' > 53.00; b'cruise speed' > 18.23; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 60.79; b'obstacle distance' > 30.09; b'image resolution' > 36.34,3,1,1,0,0,1,1,1,1
1625,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'image resolution' > 36.34; b'illuminance' > 56.79; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'image resolution' > 36.34; b'illuminance' > 36.76,3,1,1,0,0,1,1,1,1
1626,b'image resolution' > 80.15; b'illuminance' > 56.79; b'smoke intensity' <= 67.44; b'obstacle size' > 50.21; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'image resolution' > 36.34; 60.79 < b'controls responsiveness' <= 81.26; b'image resolution' > 80.15; b'obstacle size' <= 75.32; b'cruise speed' <= 18.23; 56.79 < b'illuminance' <= 79.46; b'smoke intensity' <= 67.44; 53.00 < b'power' <= 76.75,3,1,1,1,1,0,0,1,1
1627,b'illuminance' > 79.46; b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'obstacle size' > 75.32; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; 30.09 < b'obstacle distance' <= 51.10; b'illuminance' > 56.79,2,1,1,1,1,0,0,0,0
1628,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'smoke intensity' <= 45.55; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'cruise speed' <= 57.30,3,1,1,0,0,1,1,1,1
