sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3,pred_req_4,real_req_4,pred_req_5,real_req_5,pred_req_6,real_req_6,pred_req_7,real_req_7,pred_req_8,real_req_8,pred_req_9,real_req_9,pred_req_10,real_req_10,pred_req_11,real_req_11
1849,#threats > 53.00; flying_speed <= 27.56; 6.00 < day_time <= 18.00; #threats <= 75.00; #threats <= 75.00; flying_speed > 15.83; flying_speed <= 27.56; flying_speed <= 27.56; weather = 2.0; 26.00 < #threats <= 75.00; threat_range > 30458.59,9,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1850,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; flying_speed <= 27.56; weather = 4.0; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; flying_speed <= 27.56; countermeasure = 0.0; countermeasure = 0.0; threat_range <= 30458.59; day_time <= 12.00; flying_speed <= 27.56; countermeasure = 0.0; threat_range <= 30458.59,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1851,countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 27.56; formation = 1.0; threat_range <= 20104.47; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 20104.47; formation = 1.0; flying_speed <= 27.56; countermeasure = 0.0; weather = 3.0; threat_range <= 30458.59; countermeasure = 0.0; #threats > 26.00; day_time <= 18.00; formation = 1.0; flying_speed <= 27.56,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
1852,threat_range > 10398.43; threat_range > 20104.47; flying_speed <= 38.83; day_time <= 6.00; weather = 1.0; 53.00 < #threats <= 75.00; formation = 1.0; threat_range > 20104.47,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1853,countermeasure = 0.0; threat_range <= 30458.59; threat_range > 10398.43; countermeasure = 0.0; formation = 1.0; flying_speed > 27.56; 10398.43 < threat_range <= 20104.47; weather = 1.0; #threats > 53.00; flying_speed > 38.83,8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1
1854,#threats > 75.00; 15.83 < flying_speed <= 38.83; day_time > 12.00; threat_range > 30458.59; threat_range > 30458.59; flying_speed <= 38.83; day_time > 12.00; threat_range > 30458.59; formation = 0.0; #threats > 75.00; weather = 3.0; day_time > 18.00; flying_speed <= 38.83; countermeasure = 1.0; day_time > 18.00,9,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1855,#threats > 75.00; flying_speed <= 27.56; day_time <= 12.00; threat_range <= 30458.59; weather = 3.0; weather = 3.0; flying_speed <= 27.56; flying_speed <= 27.56,8,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1856,countermeasure = 0.0; countermeasure = 0.0; #threats <= 75.00; day_time > 18.00; 10398.43 < threat_range <= 30458.59; #threats <= 75.00; #threats <= 75.00; countermeasure = 0.0; #threats <= 75.00; threat_range <= 30458.59; weather = 1.0; countermeasure = 0.0; formation = 1.0; countermeasure = 0.0,10,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1857,countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; threat_range > 10398.43; #threats <= 53.00; #threats <= 75.00; countermeasure = 0.0; day_time > 12.00; flying_speed <= 27.56; 26.00 < #threats <= 53.00; flying_speed <= 27.56,11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1858,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 30458.59; #threats > 26.00; countermeasure = 0.0; flying_speed <= 27.56; weather = 4.0; flying_speed <= 27.56; #threats <= 53.00; countermeasure = 0.0; threat_range > 20104.47,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1859,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; weather = 2.0; countermeasure = 0.0; flying_speed <= 38.83; 26.00 < #threats <= 75.00; threat_range > 30458.59; countermeasure = 0.0; threat_range > 10398.43; day_time <= 12.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1860,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; threat_range > 30458.59; countermeasure = 0.0; countermeasure = 0.0; #threats <= 53.00; threat_range > 10398.43; countermeasure = 0.0; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1861,day_time > 18.00; #threats <= 75.00; #threats <= 53.00; flying_speed > 27.56; 26.00 < #threats <= 75.00; #threats <= 53.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1862,day_time <= 18.00; day_time > 6.00; flying_speed <= 38.83; flying_speed > 15.83; #threats > 75.00,6,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1863,countermeasure = 0.0; threat_range <= 20104.47; countermeasure = 0.0; formation = 1.0; 53.00 < #threats <= 75.00; countermeasure = 0.0; 26.00 < #threats <= 75.00; threat_range <= 30458.59; day_time > 6.00; countermeasure = 0.0; #threats > 26.00; flying_speed > 38.83; #threats <= 75.00; countermeasure = 0.0; flying_speed > 38.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1864,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; #threats > 26.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; threat_range <= 20104.47; day_time <= 6.00; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1865,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; day_time > 12.00; threat_range > 10398.43; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 30458.59; day_time > 12.00; threat_range > 20104.47; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 38.83; flying_speed <= 27.56; 10398.43 < threat_range <= 30458.59; flying_speed <= 38.83,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
1866,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; day_time > 18.00; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; day_time > 18.00; flying_speed <= 15.83,11,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
1867,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 53.00; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 30458.59; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 53.00; 26.00 < #threats <= 53.00; day_time <= 6.00; threat_range > 10398.43,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1868,#threats > 75.00; weather = 4.0; day_time > 6.00; day_time > 6.00; day_time > 6.00; threat_range <= 20104.47; 12.00 < day_time <= 18.00; #threats > 26.00; formation = 1.0; #threats > 75.00,9,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1869,countermeasure = 0.0; day_time <= 12.00; countermeasure = 0.0; flying_speed <= 27.56; threat_range > 10398.43; #threats <= 53.00; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; threat_range > 20104.47; countermeasure = 0.0; countermeasure = 0.0; #threats <= 53.00; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
1870,day_time > 12.00; #threats <= 53.00; #threats <= 53.00; day_time > 12.00; #threats <= 53.00; threat_range > 10398.43; weather = 3.0; formation = 0.0; formation = 0.0,7,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
1871,countermeasure = 0.0; threat_range > 20104.47; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; threat_range <= 30458.59; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; day_time > 12.00; 10398.43 < threat_range <= 30458.59; countermeasure = 0.0; #threats > 26.00; weather = 2.0; #threats > 75.00,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
1872,countermeasure = 0.0; #threats <= 75.00; day_time <= 6.00; #threats <= 53.00; countermeasure = 0.0,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1873,#threats <= 75.00; #threats <= 75.00; #threats <= 75.00; #threats <= 53.00; day_time <= 12.00; #threats <= 53.00; 10398.43 < threat_range <= 20104.47; day_time <= 12.00; flying_speed > 38.83,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1874,countermeasure = 0.0; threat_range > 10398.43; countermeasure = 0.0; day_time <= 6.00; threat_range <= 30458.59; #threats > 26.00; #threats <= 53.00; countermeasure = 0.0; day_time <= 6.00; 26.00 < #threats <= 75.00; day_time <= 12.00; countermeasure = 0.0; threat_range > 20104.47; #threats <= 53.00; 26.00 < #threats <= 53.00; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1875,#threats <= 75.00; threat_range > 20104.47; day_time > 18.00; day_time > 18.00; day_time > 12.00; #threats <= 53.00; weather = 4.0; #threats <= 26.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1876,#threats <= 75.00; threat_range > 20104.47; flying_speed > 15.83; 10398.43 < threat_range <= 30458.59; 12.00 < day_time <= 18.00; #threats <= 75.00; day_time > 12.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1877,countermeasure = 0.0; weather = 1.0; countermeasure = 0.0; flying_speed <= 38.83; threat_range > 10398.43; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 38.83; formation = 1.0; #threats > 26.00; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; 26.00 < #threats <= 53.00; threat_range > 10398.43; flying_speed <= 38.83; formation = 1.0; formation = 1.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1878,threat_range > 20104.47; flying_speed <= 15.83; flying_speed <= 15.83; day_time > 12.00; #threats <= 53.00; flying_speed <= 15.83,8,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1879,#threats > 75.00; flying_speed <= 15.83; threat_range <= 10398.43; flying_speed <= 15.83; flying_speed <= 27.56; flying_speed <= 15.83; flying_speed <= 27.56; flying_speed <= 15.83; 12.00 < day_time <= 18.00; threat_range <= 30458.59; threat_range <= 10398.43,9,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1880,#threats <= 53.00; #threats <= 53.00; threat_range > 20104.47; #threats <= 75.00; 26.00 < #threats <= 53.00; 20104.47 < threat_range <= 30458.59; weather = 2.0,8,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1881,flying_speed <= 15.83; threat_range <= 10398.43; day_time <= 18.00; formation = 1.0; weather = 3.0; flying_speed <= 15.83; #threats <= 75.00; flying_speed <= 27.56; #threats <= 53.00; #threats <= 53.00,8,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1882,#threats > 75.00; flying_speed <= 27.56; 6.00 < day_time <= 12.00; threat_range <= 10398.43; weather = 1.0; flying_speed <= 38.83; formation = 1.0; #threats > 75.00; formation = 1.0; day_time <= 12.00; day_time <= 12.00; threat_range <= 20104.47; #threats > 26.00; flying_speed <= 27.56; formation = 1.0,9,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1883,flying_speed <= 38.83; flying_speed <= 27.56; flying_speed <= 15.83; flying_speed <= 15.83; flying_speed <= 15.83,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1884,weather = 2.0; #threats <= 75.00; weather = 2.0; threat_range <= 10398.43,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1885,countermeasure = 1.0; #threats <= 53.00; weather = 2.0; #threats <= 53.00; #threats <= 53.00; threat_range <= 20104.47; #threats <= 53.00; flying_speed > 15.83; weather = 2.0,8,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
1886,countermeasure = 0.0; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; threat_range > 20104.47; day_time <= 18.00; countermeasure = 0.0; #threats > 26.00; flying_speed <= 38.83; threat_range <= 30458.59; day_time > 12.00; countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 38.83; day_time <= 18.00; countermeasure = 0.0,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1887,#threats <= 75.00; #threats <= 75.00; weather = 2.0; threat_range > 10398.43; flying_speed <= 27.56; formation = 1.0,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1888,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 20104.47; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; day_time > 18.00; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; flying_speed <= 15.83; day_time > 12.00; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1889,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; #threats <= 53.00; flying_speed <= 27.56; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1890,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; day_time <= 6.00; threat_range <= 30458.59; countermeasure = 0.0; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1891,#threats > 75.00; weather = 1.0; threat_range <= 20104.47; flying_speed > 15.83; 12.00 < day_time <= 18.00; flying_speed <= 27.56; day_time <= 18.00; flying_speed <= 27.56; flying_speed <= 27.56; flying_speed <= 27.56; 10398.43 < threat_range <= 20104.47; #threats > 26.00; flying_speed <= 27.56,9,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1892,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; #threats <= 75.00; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; 26.00 < #threats <= 75.00; threat_range > 30458.59; countermeasure = 0.0; #threats > 26.00; #threats <= 75.00; #threats <= 75.00; countermeasure = 0.0; formation = 0.0; flying_speed <= 38.83; weather = 1.0; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1893,#threats <= 75.00; threat_range > 20104.47; #threats <= 75.00; #threats <= 26.00; #threats <= 53.00; #threats <= 75.00; day_time > 6.00; flying_speed > 38.83; threat_range > 10398.43; weather = 4.0; threat_range > 30458.59,8,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1894,formation = 0.0; #threats <= 75.00; day_time <= 12.00; #threats <= 53.00; threat_range <= 10398.43,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1895,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; 26.00 < #threats <= 75.00; threat_range <= 30458.59; day_time <= 18.00; formation = 1.0; countermeasure = 0.0; day_time <= 12.00; 26.00 < #threats <= 75.00; formation = 1.0; threat_range <= 30458.59; countermeasure = 0.0; threat_range <= 30458.59; #threats <= 75.00; 26.00 < #threats <= 53.00; threat_range <= 20104.47; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1896,countermeasure = 1.0; weather = 1.0; weather = 1.0; formation = 0.0; threat_range <= 20104.47; day_time <= 6.00; weather = 1.0; flying_speed > 15.83; flying_speed > 38.83,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1897,countermeasure = 0.0; #threats <= 26.00; countermeasure = 0.0; flying_speed <= 27.56; day_time > 18.00; #threats <= 75.00; day_time > 18.00; countermeasure = 0.0; flying_speed <= 27.56; weather = 3.0; #threats <= 75.00; #threats <= 26.00; countermeasure = 0.0; #threats <= 75.00; #threats <= 26.00; weather = 3.0; flying_speed <= 27.56; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1898,#threats <= 53.00; #threats <= 75.00; day_time <= 6.00; flying_speed <= 15.83,5,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1899,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; countermeasure = 0.0; flying_speed <= 38.83; weather = 3.0; day_time <= 12.00; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; #threats <= 53.00; countermeasure = 0.0; threat_range <= 20104.47; threat_range <= 10398.43,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1900,#threats <= 75.00; #threats <= 75.00; weather = 3.0; flying_speed <= 38.83; 10398.43 < threat_range <= 30458.59; day_time <= 18.00; 15.83 < flying_speed <= 27.56; #threats <= 75.00; formation = 1.0,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1901,countermeasure = 0.0; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 38.83; 26.00 < #threats <= 75.00; day_time <= 6.00; weather = 3.0; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; countermeasure = 0.0; day_time <= 6.00; threat_range > 10398.43; day_time <= 6.00; countermeasure = 0.0; formation = 1.0; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1902,#threats > 75.00; 10398.43 < threat_range <= 20104.47; day_time <= 18.00; weather = 1.0; formation = 1.0; threat_range <= 20104.47; 10398.43 < threat_range <= 20104.47; #threats > 75.00; weather = 1.0; weather = 1.0; threat_range <= 20104.47; #threats > 75.00; 10398.43 < threat_range <= 20104.47; day_time <= 12.00; formation = 1.0; weather = 1.0; threat_range <= 20104.47; 10398.43 < threat_range <= 20104.47; formation = 1.0; formation = 1.0,11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1903,countermeasure = 0.0; threat_range <= 20104.47; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; day_time <= 12.00; countermeasure = 0.0; flying_speed <= 38.83; day_time <= 12.00; flying_speed <= 38.83; countermeasure = 0.0; weather = 1.0; countermeasure = 0.0; 10398.43 < threat_range <= 20104.47; countermeasure = 0.0; #threats > 75.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1904,#threats <= 75.00; threat_range > 30458.59; #threats <= 75.00; threat_range > 30458.59,6,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1905,#threats <= 75.00; flying_speed <= 15.83; day_time > 6.00; flying_speed <= 15.83; flying_speed <= 15.83; 10398.43 < threat_range <= 30458.59; #threats > 26.00; threat_range <= 20104.47,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1906,countermeasure = 0.0; formation = 0.0; #threats <= 75.00; flying_speed > 38.83; countermeasure = 0.0; countermeasure = 0.0; #threats <= 26.00,8,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1907,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 38.83; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 15.83; day_time > 12.00; flying_speed <= 15.83; weather = 1.0; threat_range > 30458.59,11,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
1908,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; threat_range > 20104.47; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 15.83; flying_speed <= 15.83; formation = 1.0; threat_range > 30458.59; day_time > 12.00; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1909,#threats > 53.00; threat_range <= 20104.47; flying_speed <= 27.56; 12.00 < day_time <= 18.00; #threats <= 75.00; weather = 3.0; flying_speed <= 27.56; 10398.43 < threat_range <= 20104.47; #threats <= 75.00; flying_speed <= 27.56,9,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
1910,#threats <= 53.00; #threats <= 75.00; day_time > 12.00; flying_speed <= 38.83; formation = 0.0; 26.00 < #threats <= 53.00; 20104.47 < threat_range <= 30458.59; #threats <= 53.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1911,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; formation = 1.0; 26.00 < #threats <= 53.00; day_time <= 12.00; #threats <= 75.00; countermeasure = 0.0; #threats <= 75.00; threat_range <= 30458.59; formation = 1.0; countermeasure = 0.0; #threats > 26.00; flying_speed > 27.56; day_time <= 12.00; formation = 1.0; threat_range <= 20104.47; #threats <= 75.00; formation = 1.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1912,countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; #threats > 26.00; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 15.83; flying_speed <= 15.83,11,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
1913,countermeasure = 0.0; countermeasure = 0.0; day_time <= 12.00; threat_range > 10398.43; day_time <= 6.00; #threats <= 53.00; countermeasure = 0.0; day_time <= 6.00; #threats > 26.00; day_time <= 12.00; countermeasure = 0.0; day_time <= 6.00; formation = 1.0; day_time <= 6.00; threat_range <= 30458.59; countermeasure = 0.0; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1914,#threats <= 53.00; #threats <= 75.00; flying_speed <= 27.56; flying_speed <= 27.56; threat_range > 20104.47; #threats <= 53.00; weather = 4.0; threat_range > 10398.43; day_time > 6.00; threat_range > 30458.59,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1915,countermeasure = 0.0; day_time <= 12.00; countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; threat_range > 30458.59,9,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1
1916,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; day_time <= 6.00; #threats <= 75.00; day_time <= 6.00; countermeasure = 0.0; day_time <= 6.00; flying_speed <= 38.83; #threats <= 75.00; countermeasure = 0.0; countermeasure = 0.0; 26.00 < #threats <= 53.00; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1917,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; day_time <= 6.00; flying_speed <= 38.83; day_time <= 12.00; countermeasure = 0.0; day_time <= 6.00; flying_speed <= 38.83; #threats > 53.00; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; day_time <= 6.00; flying_speed <= 38.83; day_time <= 6.00,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1918,#threats <= 75.00; #threats <= 75.00; flying_speed <= 38.83; threat_range <= 30458.59; 26.00 < #threats <= 75.00; threat_range > 10398.43,8,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1919,day_time <= 6.00; day_time <= 12.00; day_time <= 18.00; countermeasure = 1.0,6,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1920,#threats <= 75.00; #threats <= 26.00; #threats <= 75.00; flying_speed <= 15.83,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1921,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; #threats > 53.00; weather = 1.0; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; formation = 1.0; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 38.83; flying_speed <= 27.56; threat_range > 10398.43; formation = 1.0; day_time > 12.00; day_time > 18.00,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
1922,countermeasure = 0.0; threat_range <= 20104.47; countermeasure = 0.0; threat_range <= 30458.59; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 20104.47; #threats <= 75.00; countermeasure = 0.0; 26.00 < #threats <= 53.00; countermeasure = 0.0; threat_range <= 30458.59; countermeasure = 0.0,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
